created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2026-02-24T18:10:00+01:00,1,13.53,74.02,0.000,0.000,979.80,,,,
2026-02-24T18:20:00+01:00,2,13.03,75.47,0.000,0.000,979.89,,,,
2026-02-24T18:30:00+01:00,3,12.84,75.51,0.000,0.000,979.95,,,,
2026-02-24T18:40:00+01:00,4,12.73,75.51,0.000,0.000,980.03,,,,
2026-02-24T18:50:00+01:00,5,12.45,76.60,0.000,0.000,980.11,,,,
2026-02-24T19:00:00+01:00,6,12.36,77.35,0.000,0.000,980.19,,,,
2026-02-24T19:10:00+01:00,7,12.01,78.70,0.000,0.000,980.28,,,,
2026-02-24T19:20:00+01:00,8,11.75,79.60,0.000,0.000,980.37,,,,
2026-02-24T19:30:00+01:00,9,11.87,78.70,0.000,0.000,980.42,,,,
2026-02-24T19:40:00+01:00,10,11.67,79.71,0.000,0.000,980.46,,,,
2026-02-24T19:50:00+01:00,11,11.71,79.28,0.000,0.000,980.49,,,,
2026-02-24T20:00:00+01:00,12,11.61,79.45,0.000,0.000,980.54,,,,
2026-02-24T20:10:00+01:00,13,11.46,80.44,0.000,0.000,980.60,,,,
2026-02-24T20:20:00+01:00,14,11.26,81.17,0.000,0.000,980.67,,,,
2026-02-24T20:30:00+01:00,15,11.49,80.02,0.000,0.000,980.73,,,,
2026-02-24T20:40:00+01:00,16,11.22,81.18,0.000,0.000,980.77,,,,
2026-02-24T20:50:00+01:00,17,10.91,81.88,0.000,0.000,980.84,,,,
2026-02-24T21:00:00+01:00,18,10.77,82.42,0.000,0.000,980.93,,,,
2026-02-24T21:10:00+01:00,19,10.43,84.07,0.000,0.000,981.02,,,,
2026-02-24T21:20:00+01:00,20,10.36,84.42,0.000,0.000,981.11,,,,
2026-02-24T21:30:00+01:00,21,10.17,85.17,0.000,0.000,981.20,,,,
2026-02-24T21:40:00+01:00,22,10.06,85.60,0.000,0.000,981.29,,,,
2026-02-24T21:50:00+01:00,23,10.13,85.88,0.000,0.000,981.36,,,,
2026-02-24T22:00:00+01:00,24,9.89,86.00,0.000,0.000,981.45,,,,
2026-02-24T22:10:00+01:00,25,9.79,86.65,0.000,0.000,981.51,,,,
2026-02-24T22:20:01+01:00,26,9.77,86.69,0.000,0.000,981.58,,,,
2026-02-24T22:30:00+01:00,27,9.78,86.50,0.000,0.000,981.63,,,,
2026-02-24T22:40:00+01:00,28,9.72,86.61,0.000,0.000,981.71,,,,
2026-02-24T22:50:00+01:00,29,9.59,87.08,0.000,0.000,981.78,,,,
2026-02-24T23:00:04+01:00,30,9.54,87.23,0.000,0.000,981.86,,,,
2026-02-24T23:10:00+01:00,31,9.45,87.71,0.000,0.000,981.93,,,,
2026-02-24T23:20:00+01:00,32,9.40,87.76,0.000,0.000,981.98,,,,
2026-02-24T23:30:00+01:00,33,9.41,88.13,0.000,0.000,982.03,,,,
2026-02-24T23:40:00+01:00,34,9.28,88.23,0.000,0.000,982.09,,,,
2026-02-24T23:50:00+01:00,35,9.30,88.55,0.000,0.000,982.13,,,,
2026-02-25T00:00:00+01:00,36,9.15,88.72,0.000,0.000,982.16,,,,
2026-02-25T00:10:00+01:00,37,9.17,89.76,0.000,0.000,982.20,,,,
2026-02-25T00:20:00+01:00,38,9.23,89.30,0.000,0.000,982.23,,,,
2026-02-25T00:30:00+01:00,39,9.15,89.78,0.000,0.000,982.30,,,,
2026-02-25T00:40:00+01:00,40,9.20,90.14,0.000,0.000,982.36,,,,
2026-02-25T00:50:00+01:00,41,9.12,89.70,0.000,0.000,982.45,,,,
2026-02-25T01:00:00+01:00,42,8.98,90.32,0.000,0.000,982.54,,,,
2026-02-25T01:10:00+01:00,43,9.03,90.33,0.000,0.000,982.63,,,,
2026-02-25T01:20:00+01:00,44,9.00,89.49,0.000,0.000,982.71,,,,
2026-02-25T01:30:00+01:00,45,8.92,89.56,0.000,0.000,982.75,,,,
2026-02-25T01:40:00+01:00,46,8.90,89.24,0.000,0.000,982.77,,,,
2026-02-25T01:50:00+01:00,47,8.72,88.98,0.000,0.000,982.80,,,,
2026-02-25T02:00:00+01:00,48,8.90,89.46,0.000,0.000,982.83,,,,
2026-02-25T02:10:00+01:00,49,9.06,88.69,0.000,0.000,982.86,,,,
2026-02-25T02:20:00+01:00,50,8.99,88.85,0.000,0.000,982.86,,,,
2026-02-25T02:30:00+01:00,51,8.88,89.24,0.000,0.000,982.88,,,,
2026-02-25T02:40:00+01:00,52,9.20,88.14,0.000,0.000,982.90,,,,
2026-02-25T02:50:00+01:00,53,9.30,87.78,0.000,0.000,982.94,,,,
2026-02-25T03:00:00+01:00,54,9.45,87.12,0.000,0.000,982.95,,,,
2026-02-25T03:10:00+01:00,55,9.47,86.61,0.000,0.000,982.97,,,,
2026-02-25T03:20:00+01:00,56,9.43,86.70,0.000,0.000,982.94,,,,
2026-02-25T03:30:00+01:00,57,9.36,86.90,0.000,0.000,982.93,,,,
2026-02-25T03:40:00+01:00,58,9.36,86.94,0.000,0.000,982.92,,,,
2026-02-25T03:50:00+01:00,59,9.44,86.75,0.000,0.000,982.90,,,,
2026-02-25T04:00:00+01:00,60,9.48,86.46,0.000,0.000,982.90,,,,
2026-02-25T04:10:00+01:00,61,9.43,86.65,0.000,0.000,982.88,,,,
2026-02-25T04:20:00+01:00,62,9.28,87.03,0.000,0.000,982.88,,,,
2026-02-25T04:30:00+01:00,63,9.13,87.35,0.000,0.000,982.88,,,,
2026-02-25T04:40:00+01:00,64,9.06,87.58,0.000,0.000,982.92,,,,
2026-02-25T04:50:00+01:00,65,8.95,87.70,0.000,0.000,982.96,,,,
2026-02-25T05:00:00+01:00,66,8.83,87.97,0.000,0.000,983.03,,,,
2026-02-25T05:10:00+01:00,67,8.93,88.02,0.000,0.000,983.09,,,,
2026-02-25T05:20:00+01:00,68,9.15,87.65,0.000,0.000,983.15,,,,
2026-02-25T05:30:00+01:00,69,8.64,87.54,0.000,0.000,983.21,,,,
2026-02-25T05:40:00+01:00,70,8.37,89.63,0.000,0.000,983.28,,,,
2026-02-25T05:50:00+01:00,71,8.98,88.96,0.000,0.000,983.36,,,,
2026-02-25T06:00:00+01:00,72,8.69,88.35,0.000,0.000,983.44,,,,
2026-02-25T06:10:00+01:00,73,8.48,88.51,0.000,0.000,983.50,,,,
2026-02-25T06:20:00+01:00,74,8.33,88.93,0.000,0.000,983.55,,,,
2026-02-25T06:30:00+01:00,75,8.16,88.92,0.000,0.000,983.63,,,,
2026-02-25T06:40:00+01:00,76,7.97,89.83,0.000,0.000,983.71,,,,
2026-02-25T06:50:00+01:00,77,7.89,91.36,0.000,0.000,983.80,,,,
2026-02-25T07:00:00+01:00,78,7.85,91.19,0.000,0.000,983.89,,,,
2026-02-25T07:10:00+01:00,79,7.69,91.62,0.000,0.000,983.98,,,,
2026-02-25T07:20:00+01:00,80,7.69,91.24,0.000,0.000,984.09,,,,
2026-02-25T07:30:00+01:00,81,7.75,91.40,0.000,0.000,984.19,,,,
2026-02-25T07:40:00+01:00,82,7.82,91.14,0.000,0.000,984.30,,,,
2026-02-25T07:50:00+01:00,83,7.96,91.09,0.000,0.000,984.40,,,,
2026-02-25T08:00:00+01:00,84,8.12,90.90,0.000,0.000,984.50,,,,
2026-02-25T08:10:00+01:00,85,8.36,90.74,0.000,0.000,984.61,,,,
2026-02-25T08:20:00+01:00,86,8.65,90.10,0.000,0.000,984.71,,,,
2026-02-25T08:30:00+01:00,87,8.93,89.33,0.000,0.000,984.80,,,,
2026-02-25T08:40:00+01:00,88,9.10,88.93,0.000,0.000,984.84,,,,
2026-02-25T08:50:00+01:00,89,9.34,88.76,0.000,0.000,984.88,,,,
2026-02-25T09:00:00+01:00,90,9.65,88.28,0.000,0.000,984.89,,,,
2026-02-25T09:10:00+01:00,91,10.37,86.48,0.000,0.000,984.94,,,,
2026-02-25T09:20:00+01:00,92,11.32,84.13,0.000,0.000,984.96,,,,
2026-02-25T09:30:00+01:00,93,12.19,81.36,0.000,0.000,985.00,,,,
2026-02-25T09:40:00+01:00,94,12.72,80.37,0.000,0.000,985.05,,,,
2026-02-25T09:50:00+01:00,95,13.08,76.99,0.000,0.000,985.10,,,,
2026-02-25T10:00:00+01:00,96,13.12,77.58,0.000,0.000,985.14,,,,
2026-02-25T10:10:00+01:00,97,13.63,75.27,0.000,0.000,985.18,,,,
2026-02-25T10:20:00+01:00,98,13.97,73.58,0.000,0.000,985.25,,,,
2026-02-25T10:30:00+01:00,99,14.27,72.99,0.000,0.000,985.27,,,,
2026-02-25T10:40:00+01:00,100,14.34,71.76,0.000,0.000,985.30,,,,
2026-02-25T10:50:00+01:00,101,14.18,71.51,0.000,0.000,985.32,,,,
2026-02-25T11:00:00+01:00,102,14.06,72.29,0.000,0.000,985.35,,,,
2026-02-25T11:10:00+01:00,103,14.42,71.78,0.000,0.000,985.39,,,,
2026-02-25T11:20:00+01:00,104,15.42,69.10,0.000,0.000,985.45,,,,
2026-02-25T11:30:00+01:00,105,15.55,68.25,0.000,0.000,985.50,,,,
2026-02-25T11:40:00+01:00,106,15.70,67.77,0.000,0.000,985.56,,,,
2026-02-25T11:50:00+01:00,107,16.41,66.25,0.000,0.000,985.60,,,,
2026-02-25T12:00:00+01:00,108,16.88,64.29,0.000,0.000,985.65,,,,
2026-02-25T12:10:00+01:00,109,16.07,67.58,0.000,0.000,985.68,,,,
2026-02-25T12:20:00+01:00,110,15.11,70.96,0.000,0.000,985.69,,,,
2026-02-25T12:30:00+01:00,111,14.92,71.51,0.000,0.000,985.68,,,,
2026-02-25T12:40:00+01:00,112,14.97,71.45,0.000,0.000,985.68,,,,
2026-02-25T12:50:00+01:00,113,14.82,72.47,0.000,0.000,985.66,,,,
2026-02-25T13:00:00+01:00,114,14.97,71.82,0.000,0.000,985.61,,,,
2026-02-25T13:10:00+01:00,115,14.99,72.69,0.000,0.000,985.55,,,,
2026-02-25T13:20:00+01:00,116,15.14,72.61,0.000,0.000,985.48,,,,
2026-02-25T13:30:00+01:00,117,15.08,72.59,0.000,0.000,985.43,,,,
2026-02-25T13:40:00+01:00,118,15.32,72.55,0.000,0.000,985.39,,,,
2026-02-25T13:50:00+01:00,119,14.89,73.27,0.000,0.000,985.33,,,,
2026-02-25T14:00:00+01:00,120,15.20,72.36,0.000,0.000,985.30,,,,
2026-02-25T14:10:00+01:00,121,15.95,72.23,0.000,0.000,985.28,,,,
2026-02-25T14:20:02+01:00,122,16.16,69.45,0.000,0.000,985.23,,,,
2026-02-25T14:30:00+01:00,123,17.54,66.67,0.000,0.000,985.20,,,,
2026-02-25T14:40:00+01:00,124,18.02,65.30,0.000,0.000,985.17,,,,
2026-02-25T14:50:00+01:00,125,18.12,64.92,0.000,0.000,985.13,,,,
2026-02-25T15:00:00+01:00,126,18.01,63.99,0.000,0.000,985.10,,,,
2026-02-25T15:10:00+01:00,127,17.27,65.79,0.000,0.000,985.08,,,,
2026-02-25T15:20:00+01:00,128,17.73,64.48,0.000,0.000,985.07,,,,
2026-02-25T15:30:00+01:00,129,16.83,66.76,0.000,0.000,985.05,,,,
2026-02-25T15:40:00+01:00,130,18.05,63.06,0.000,0.000,985.03,,,,
2026-02-25T15:50:00+01:00,131,18.57,61.14,0.000,0.000,985.01,,,,
2026-02-25T16:00:00+01:00,132,18.32,61.31,0.000,0.000,984.98,,,,
2026-02-25T16:10:00+01:00,133,18.43,61.70,0.000,0.000,984.95,,,,
2026-02-25T16:20:00+01:00,134,18.19,63.14,0.000,0.000,984.94,,,,
2026-02-25T16:30:00+01:00,135,18.13,63.17,0.000,0.000,984.95,,,,
2026-02-25T16:40:00+01:00,136,17.82,62.24,0.000,0.000,984.98,,,,
2026-02-25T16:50:00+01:00,137,17.79,62.72,0.000,0.000,985.02,,,,
2026-02-25T17:00:00+01:00,138,17.55,63.46,0.000,0.000,985.05,,,,
2026-02-25T17:10:00+01:00,139,17.06,63.87,0.000,0.000,985.07,,,,
2026-02-25T17:20:00+01:00,140,17.03,65.14,0.000,0.000,985.14,,,,
2026-02-25T17:30:00+01:00,141,16.68,65.99,0.000,0.000,985.20,,,,
2026-02-25T17:40:00+01:00,142,16.03,67.78,0.000,0.000,985.29,,,,
2026-02-25T17:50:00+01:00,143,15.41,69.65,0.000,0.000,985.38,,,,
2026-02-25T18:00:00+01:00,144,14.58,72.02,0.000,0.000,985.48,,,,
2026-02-25T18:10:00+01:00,145,14.11,73.50,0.000,0.000,985.59,,,,
2026-02-25T18:20:00+01:00,146,13.69,74.79,0.000,0.000,985.70,,,,
2026-02-25T18:30:00+01:00,147,13.45,75.65,0.000,0.000,985.79,,,,
2026-02-25T18:40:00+01:00,148,13.16,76.40,0.000,0.000,985.88,,,,
2026-02-25T18:50:00+01:00,149,12.88,77.50,0.000,0.000,985.97,,,,
2026-02-25T19:00:00+01:00,150,12.68,78.43,0.000,0.000,986.07,,,,
2026-02-25T19:10:00+01:00,151,12.59,79.08,0.000,0.000,986.16,,,,
2026-02-25T19:20:00+01:00,152,12.45,79.57,0.000,0.000,986.21,,,,
2026-02-25T19:30:00+01:00,153,12.46,79.38,0.000,0.000,986.28,,,,
2026-02-25T19:40:00+01:00,154,12.30,80.04,0.000,0.000,986.35,,,,
2026-02-25T19:50:00+01:00,155,12.26,79.86,0.000,0.000,986.42,,,,
2026-02-25T20:00:00+01:00,156,11.95,81.53,0.000,0.000,986.49,,,,
2026-02-25T20:10:00+01:00,157,11.85,82.29,0.000,0.000,986.55,,,,
2026-02-25T20:20:00+01:00,158,11.64,83.08,0.000,0.000,986.61,,,,
2026-02-25T20:30:00+01:00,159,11.53,84.17,0.000,0.000,986.66,,,,
2026-02-25T20:40:00+01:00,160,11.56,84.61,0.000,0.000,986.69,,,,
2026-02-25T20:50:00+01:00,161,11.63,84.77,0.000,0.000,986.71,,,,
2026-02-25T21:00:00+01:00,162,11.56,85.42,0.000,0.000,986.73,,,,
2026-02-25T21:10:00+01:00,163,11.61,85.59,0.000,0.000,986.76,,,,
2026-02-25T21:20:00+01:00,164,11.73,85.19,0.000,0.000,986.81,,,,
2026-02-25T21:30:00+01:00,165,11.63,85.20,0.000,0.000,986.84,,,,
2026-02-25T21:40:00+01:00,166,11.54,85.90,0.000,0.000,986.87,,,,
2026-02-25T21:50:00+01:00,167,11.16,87.25,0.000,0.000,986.92,,,,
2026-02-25T22:00:00+01:00,168,11.02,87.55,0.000,0.000,986.95,,,,
2026-02-25T22:10:00+01:00,169,11.01,87.95,0.000,0.000,986.97,,,,
2026-02-25T22:20:00+01:00,170,10.85,88.63,0.000,0.000,987.00,,,,
2026-02-25T22:30:00+01:00,171,10.78,88.76,0.000,0.000,987.05,,,,
2026-02-25T22:40:00+01:00,172,10.68,88.99,0.000,0.000,987.10,,,,
2026-02-25T22:50:00+01:00,173,10.57,89.54,0.000,0.000,987.13,,,,
2026-02-25T23:00:00+01:00,174,10.68,89.45,0.000,0.000,987.15,,,,
2026-02-25T23:10:00+01:00,175,10.68,89.15,0.000,0.000,987.18,,,,
2026-02-25T23:20:00+01:00,176,10.57,89.40,0.000,0.000,987.18,,,,
2026-02-25T23:30:00+01:00,177,10.58,89.23,0.000,0.000,987.20,,,,
2026-02-25T23:40:00+01:00,178,10.56,89.35,0.000,0.000,987.24,,,,
2026-02-25T23:50:00+01:00,179,10.34,89.84,0.000,0.000,987.25,,,,
2026-02-26T00:00:00+01:00,180,10.19,90.47,0.000,0.000,987.26,,,,
2026-02-26T00:10:00+01:00,181,10.14,90.80,0.000,0.000,987.29,,,,
2026-02-26T00:20:00+01:00,182,10.06,91.15,0.000,0.000,987.33,,,,
2026-02-26T00:30:00+01:00,183,9.99,91.57,0.000,0.000,987.37,,,,
2026-02-26T00:40:00+01:00,184,9.99,91.35,0.000,0.000,987.39,,,,
2026-02-26T00:50:00+01:00,185,9.95,91.86,0.000,0.000,987.43,,,,
2026-02-26T01:00:00+01:00,186,9.79,91.79,0.000,0.000,987.43,,,,
2026-02-26T01:10:00+01:00,187,9.75,92.54,0.000,0.000,987.45,,,,
2026-02-26T01:20:00+01:00,188,9.89,92.00,0.000,0.000,987.48,,,,
2026-02-26T01:30:00+01:00,189,9.78,92.85,0.000,0.000,987.51,,,,
2026-02-26T01:40:00+01:00,190,9.79,92.41,0.000,0.000,987.54,,,,
2026-02-26T01:50:00+01:00,191,9.59,92.91,0.000,0.000,987.57,,,,
2026-02-26T02:00:00+01:00,192,9.54,93.40,0.000,0.000,987.58,,,,
2026-02-26T02:10:00+01:00,193,9.45,93.37,0.000,0.000,987.56,,,,
2026-02-26T02:20:00+01:00,194,9.37,93.67,0.000,0.000,987.54,,,,
2026-02-26T02:30:00+01:00,195,9.54,93.46,0.000,0.000,987.54,,,,
2026-02-26T02:40:00+01:00,196,9.37,93.54,0.000,0.000,987.51,,,,
2026-02-26T02:50:00+01:00,197,9.44,93.58,0.000,0.000,987.47,,,,
2026-02-26T03:00:00+01:00,198,9.40,93.39,0.000,0.000,987.44,,,,
2026-02-26T03:10:00+01:00,199,9.13,92.80,0.000,0.000,987.42,,,,
2026-02-26T03:20:00+01:00,200,8.93,93.41,0.000,0.000,987.40,,,,
2026-02-26T03:30:00+01:00,201,8.78,93.51,0.000,0.000,987.39,,,,
2026-02-26T03:40:00+01:00,202,8.54,94.00,0.000,0.000,987.41,,,,
2026-02-26T03:50:00+01:00,203,8.47,94.04,0.000,0.000,987.43,,,,
2026-02-26T04:00:00+01:00,204,8.48,94.62,0.000,0.000,987.43,,,,
2026-02-26T04:10:00+01:00,205,8.57,94.37,0.000,0.000,987.42,,,,
2026-02-26T04:20:00+01:00,206,8.62,94.45,0.000,0.000,987.42,,,,
2026-02-26T04:30:00+01:00,207,8.62,93.91,0.000,0.000,987.41,,,,
2026-02-26T04:40:00+01:00,208,8.65,93.91,0.000,0.000,987.43,,,,
2026-02-26T04:50:00+01:00,209,8.58,93.58,0.000,0.000,987.45,,,,
2026-02-26T05:00:00+01:00,210,8.58,94.10,0.000,0.000,987.46,,,,
2026-02-26T05:10:00+01:00,211,8.64,94.09,0.000,0.000,987.48,,,,
2026-02-26T05:20:00+01:00,212,8.64,93.87,0.000,0.000,987.51,,,,
2026-02-26T05:30:03+01:00,213,8.59,93.83,0.000,0.000,987.55,,,,
2026-02-26T05:40:00+01:00,214,8.50,93.83,0.000,0.000,987.58,,,,
2026-02-26T05:50:00+01:00,215,8.40,94.41,0.000,0.000,987.60,,,,
2026-02-26T06:00:00+01:00,216,8.33,94.61,0.000,0.000,987.62,,,,
2026-02-26T06:10:00+01:00,217,8.38,94.58,0.000,0.000,987.67,,,,
2026-02-26T06:20:00+01:00,218,8.42,94.80,0.000,0.000,987.68,,,,
2026-02-26T06:30:00+01:00,219,8.31,94.73,0.000,0.000,987.71,,,,
2026-02-26T06:40:00+01:00,220,8.20,94.75,0.000,0.000,987.76,,,,
2026-02-26T06:50:00+01:00,221,8.03,94.89,0.000,0.000,987.81,,,,
2026-02-26T07:00:00+01:00,222,7.99,94.17,0.000,0.000,987.87,,,,
2026-02-26T07:10:00+01:00,223,7.99,94.55,0.000,0.000,987.92,,,,
2026-02-26T07:20:00+01:00,224,7.93,94.53,0.000,0.000,988.00,,,,
2026-02-26T07:30:00+01:00,225,8.03,94.15,0.000,0.000,988.08,,,,
2026-02-26T07:40:00+01:00,226,8.00,94.91,0.000,0.000,988.15,,,,
2026-02-26T07:50:00+01:00,227,8.10,94.94,0.000,0.000,988.22,,,,
2026-02-26T08:00:00+01:00,228,8.24,96.22,0.000,0.000,988.28,,,,
2026-02-26T08:10:00+01:00,229,8.37,94.87,0.000,0.000,988.35,,,,
2026-02-26T08:20:01+01:00,230,8.40,95.03,0.000,0.000,988.42,,,,
2026-02-26T08:30:01+01:00,231,8.47,95.44,0.000,0.000,988.48,,,,
2026-02-26T08:40:00+01:00,232,8.71,95.76,0.000,0.000,988.54,,,,
2026-02-26T08:50:00+01:00,233,8.76,95.16,0.000,0.000,988.61,,,,
2026-02-26T09:00:00+01:00,234,8.95,95.06,0.000,0.000,988.68,,,,
2026-02-26T09:10:00+01:00,235,10.02,93.36,0.000,0.000,988.74,,,,
2026-02-26T09:20:00+01:00,236,10.46,89.87,0.000,0.000,988.77,,,,
2026-02-26T09:30:00+01:00,237,10.81,88.74,0.000,0.000,988.80,,,,
2026-02-26T09:40:00+01:00,238,11.85,86.17,0.000,0.000,988.80,,,,
2026-02-26T09:50:00+01:00,239,11.73,85.46,0.000,0.000,988.81,,,,
2026-02-26T10:00:00+01:00,240,12.32,84.42,0.000,0.000,988.84,,,,
2026-02-26T10:10:00+01:00,241,12.74,84.20,0.000,0.000,988.88,,,,
2026-02-26T10:20:00+01:00,242,12.97,83.72,0.000,0.000,988.91,,,,
2026-02-26T10:30:00+01:00,243,13.22,82.71,0.000,0.000,988.94,,,,
2026-02-26T10:40:00+01:00,244,14.06,81.83,0.000,0.000,988.96,,,,
2026-02-26T10:50:00+01:00,245,14.59,79.85,0.000,0.000,988.99,,,,
2026-02-26T11:00:00+01:00,246,14.84,78.59,0.000,0.000,989.02,,,,
2026-02-26T11:10:00+01:00,247,15.27,77.59,0.000,0.000,989.02,,,,
2026-02-26T11:20:00+01:00,248,15.72,76.16,0.000,0.000,989.02,,,,
2026-02-26T11:30:00+01:00,249,16.16,75.56,0.000,0.000,989.02,,,,
2026-02-26T11:40:00+01:00,250,16.27,72.78,0.000,0.000,989.01,,,,
2026-02-26T11:50:00+01:00,251,17.06,71.06,0.000,0.000,988.97,,,,
2026-02-26T12:00:00+01:00,252,17.17,66.25,0.000,0.000,988.94,,,,
2026-02-26T12:10:00+01:00,253,16.52,65.47,0.000,0.000,988.93,,,,
2026-02-26T12:20:00+01:00,254,16.62,65.38,0.000,0.000,988.88,,,,
2026-02-26T12:30:00+01:00,255,17.09,66.65,0.000,0.000,988.84,,,,
2026-02-26T12:40:00+01:00,256,16.82,65.55,0.000,0.000,988.79,,,,
2026-02-26T12:50:00+01:00,257,17.33,65.30,0.000,0.000,988.70,,,,
2026-02-26T13:00:00+01:00,258,17.38,65.05,0.000,0.000,988.64,,,,
2026-02-26T13:10:00+01:00,259,17.54,63.01,0.000,0.000,988.56,,,,
2026-02-26T13:20:00+01:00,260,17.84,62.65,0.000,0.000,988.49,,,,
2026-02-26T13:30:00+01:00,261,17.79,62.85,0.000,0.000,988.37,,,,
2026-02-26T13:40:00+01:00,262,17.99,60.69,0.000,0.000,988.28,,,,
2026-02-26T13:50:00+01:00,263,18.25,60.73,0.000,0.000,988.21,,,,
2026-02-26T14:00:00+01:00,264,18.28,59.70,0.000,0.000,988.16,,,,
2026-02-26T14:10:00+01:00,265,18.47,58.56,0.000,0.000,988.11,,,,
2026-02-26T14:20:00+01:00,266,18.51,57.99,0.000,0.000,988.06,,,,
2026-02-26T14:30:00+01:00,267,19.08,54.97,0.000,0.000,987.99,,,,
2026-02-26T14:40:00+01:00,268,19.40,54.09,0.000,0.000,987.92,,,,
2026-02-26T14:50:00+01:00,269,19.22,55.41,0.000,0.000,987.86,,,,
2026-02-26T15:00:00+01:00,270,19.49,55.78,0.000,0.000,987.79,,,,
2026-02-26T15:10:00+01:00,271,19.42,56.71,0.000,0.000,987.72,,,,
2026-02-26T15:20:00+01:00,272,19.85,55.60,0.000,0.000,987.67,,,,
2026-02-26T15:30:00+01:00,273,19.66,56.16,0.000,0.000,987.60,,,,
2026-02-26T15:40:00+01:00,274,20.43,55.45,0.000,0.000,987.52,,,,
2026-02-26T15:50:00+01:00,275,20.11,57.03,0.000,0.000,987.46,,,,
2026-02-26T16:00:00+01:00,276,20.57,55.26,0.000,0.000,987.40,,,,
2026-02-26T16:10:00+01:00,277,20.21,56.49,0.000,0.000,987.36,,,,
2026-02-26T16:20:00+01:00,278,20.53,56.36,0.000,0.000,987.33,,,,
2026-02-26T16:30:00+01:00,279,20.01,58.17,0.000,0.000,987.27,,,,
2026-02-26T16:40:00+01:00,280,20.30,57.82,0.000,0.000,987.23,,,,
2026-02-26T16:50:00+01:00,281,19.84,58.90,0.000,0.000,987.20,,,,
2026-02-26T17:00:00+01:00,282,19.98,60.21,0.000,0.000,987.17,,,,
2026-02-26T17:10:00+01:00,283,19.67,60.95,0.000,0.000,987.14,,,,
2026-02-26T17:20:00+01:00,284,19.06,63.20,0.290,0.000,815.79,,,,
2026-02-26T17:30:00+01:00,285,18.46,65.16,0.000,0.000,987.20,,,,
2026-02-26T17:40:00+01:00,286,17.95,66.33,0.000,0.000,987.19,,,,
2026-02-26T17:50:00+01:00,287,17.16,68.56,0.000,0.000,987.20,,,,
2026-02-26T18:00:00+01:00,288,16.21,70.96,0.000,0.000,987.25,,,,
2026-02-26T18:10:00+01:00,289,15.54,72.13,0.000,0.000,987.29,,,,
2026-02-26T18:20:00+01:00,290,15.20,72.83,0.000,0.000,987.36,,,,
2026-02-26T18:30:00+01:00,291,14.83,73.73,0.000,0.000,987.43,,,,
2026-02-26T18:40:00+01:00,292,14.59,73.60,0.000,0.000,987.49,,,,
2026-02-26T18:50:00+01:00,293,14.24,74.70,0.000,0.000,987.54,,,,
2026-02-26T19:00:00+01:00,294,14.03,75.21,0.000,0.000,987.60,,,,
2026-02-26T19:10:00+01:00,295,13.89,76.08,0.000,0.000,987.67,,,,
2026-02-26T19:20:00+01:00,296,13.58,77.56,0.000,0.000,987.77,,,,
2026-02-26T19:30:03+01:00,297,13.32,79.02,0.000,0.000,987.85,,,,
2026-02-26T19:40:02+01:00,298,13.10,80.57,0.000,0.000,987.90,,,,
2026-02-26T19:50:05+01:00,299,12.91,81.35,0.000,0.000,987.94,,,,
2026-02-26T20:00:03+01:00,300,12.73,82.10,0.000,0.000,987.97,,,,
2026-02-26T20:10:08+01:00,301,12.66,82.35,0.000,0.000,988.00,,,,
2026-02-26T20:20:00+01:00,302,12.60,82.27,0.000,0.000,988.03,,,,
2026-02-26T20:30:01+01:00,303,12.45,83.39,0.000,0.000,988.07,,,,
2026-02-26T20:40:05+01:00,304,12.32,83.55,0.000,0.000,988.11,,,,
2026-02-26T20:50:00+01:00,305,12.21,83.94,0.000,0.000,988.13,,,,
2026-02-26T21:00:00+01:00,306,11.95,84.27,0.000,0.000,988.16,,,,
2026-02-26T21:10:00+01:00,307,11.82,84.81,0.000,0.000,988.21,,,,
2026-02-26T21:20:00+01:00,308,11.80,85.07,0.000,0.000,988.25,,,,
2026-02-26T21:30:00+01:00,309,11.77,85.02,0.000,0.000,988.27,,,,
2026-02-26T21:40:00+01:00,310,11.57,84.78,0.000,0.000,988.30,,,,
2026-02-26T21:50:00+01:00,311,11.43,85.71,0.000,0.000,988.34,,,,
2026-02-26T22:00:00+01:00,312,11.32,86.29,0.000,0.000,988.42,,,,
2026-02-26T22:10:00+01:00,313,11.16,85.85,0.000,0.000,988.44,,,,
2026-02-26T22:20:00+01:00,314,11.05,87.02,0.000,0.000,988.47,,,,
2026-02-26T22:30:00+01:00,315,10.85,87.64,0.000,0.000,988.48,,,,
2026-02-26T22:40:00+01:00,316,10.85,87.89,0.000,0.000,988.48,,,,
2026-02-26T22:50:00+01:00,317,10.75,88.10,0.000,0.000,988.50,,,,
2026-02-26T23:00:00+01:00,318,10.61,88.74,0.000,0.000,988.53,,,,
2026-02-26T23:10:00+01:00,319,10.43,89.33,0.000,0.000,988.56,,,,
2026-02-26T23:20:00+01:00,320,10.16,90.42,0.000,0.000,988.60,,,,
2026-02-26T23:30:00+01:00,321,10.06,90.70,0.000,0.000,988.61,,,,
2026-02-26T23:40:00+01:00,322,10.08,91.09,0.000,0.000,988.63,,,,
2026-02-26T23:50:00+01:00,323,9.89,91.56,0.000,0.000,988.64,,,,
2026-02-27T00:00:00+01:00,324,10.13,93.46,0.000,0.000,988.63,,,,
