"ts","T","RH","prec","intens","press","entry_id"
"2026-02-24 18:10:00",13.53,74.02,0,0,979.8,1
"2026-02-24 18:20:00",13.03,75.47,0,0,979.89,2
"2026-02-24 18:30:00",12.84,75.51,0,0,979.95,3
"2026-02-24 18:40:00",12.73,75.51,0,0,980.03,4
"2026-02-24 18:50:00",12.45,76.6,0,0,980.11,5
"2026-02-24 19:00:00",12.36,77.35,0,0,980.19,6
"2026-02-24 19:10:00",12.01,78.7,0,0,980.28,7
"2026-02-24 19:20:00",11.75,79.6,0,0,980.37,8
"2026-02-24 19:30:00",11.87,78.7,0,0,980.42,9
"2026-02-24 19:40:00",11.67,79.71,0,0,980.46,10
"2026-02-24 19:50:00",11.71,79.28,0,0,980.49,11
"2026-02-24 20:00:00",11.61,79.45,0,0,980.54,12
"2026-02-24 20:10:00",11.46,80.44,0,0,980.6,13
"2026-02-24 20:20:00",11.26,81.17,0,0,980.67,14
"2026-02-24 20:30:00",11.49,80.02,0,0,980.73,15
"2026-02-24 20:40:00",11.22,81.18,0,0,980.77,16
"2026-02-24 20:50:00",10.91,81.88,0,0,980.84,17
"2026-02-24 21:00:00",10.77,82.42,0,0,980.93,18
"2026-02-24 21:10:00",10.43,84.07,0,0,981.02,19
"2026-02-24 21:20:00",10.36,84.42,0,0,981.11,20
"2026-02-24 21:30:00",10.17,85.17,0,0,981.2,21
"2026-02-24 21:40:00",10.06,85.6,0,0,981.29,22
"2026-02-24 21:50:00",10.13,85.88,0,0,981.36,23
"2026-02-24 22:00:00",9.89,86,0,0,981.45,24
"2026-02-24 22:10:00",9.79,86.65,0,0,981.51,25
"2026-02-24 22:20:01",9.77,86.69,0,0,981.58,26
"2026-02-24 22:30:00",9.78,86.5,0,0,981.63,27
"2026-02-24 22:40:00",9.72,86.61,0,0,981.71,28
"2026-02-24 22:50:00",9.59,87.08,0,0,981.78,29
"2026-02-24 23:00:04",9.54,87.23,0,0,981.86,30
"2026-02-24 23:10:00",9.45,87.71,0,0,981.93,31
"2026-02-24 23:20:00",9.4,87.76,0,0,981.98,32
"2026-02-24 23:30:00",9.41,88.13,0,0,982.03,33
"2026-02-24 23:40:00",9.28,88.23,0,0,982.09,34
"2026-02-24 23:50:00",9.3,88.55,0,0,982.13,35
"2026-02-25 00:00:00",9.15,88.72,0,0,982.16,36
"2026-02-25 00:10:00",9.17,89.76,0,0,982.2,37
"2026-02-25 00:20:00",9.23,89.3,0,0,982.23,38
"2026-02-25 00:30:00",9.15,89.78,0,0,982.3,39
"2026-02-25 00:40:00",9.2,90.14,0,0,982.36,40
"2026-02-25 00:50:00",9.12,89.7,0,0,982.45,41
"2026-02-25 01:00:00",8.98,90.32,0,0,982.54,42
"2026-02-25 01:10:00",9.03,90.33,0,0,982.63,43
"2026-02-25 01:20:00",9,89.49,0,0,982.71,44
"2026-02-25 01:30:00",8.92,89.56,0,0,982.75,45
"2026-02-25 01:40:00",8.9,89.24,0,0,982.77,46
"2026-02-25 01:50:00",8.72,88.98,0,0,982.8,47
"2026-02-25 02:00:00",8.9,89.46,0,0,982.83,48
"2026-02-25 02:10:00",9.06,88.69,0,0,982.86,49
"2026-02-25 02:20:00",8.99,88.85,0,0,982.86,50
"2026-02-25 02:30:00",8.88,89.24,0,0,982.88,51
"2026-02-25 02:40:00",9.2,88.14,0,0,982.9,52
"2026-02-25 02:50:00",9.3,87.78,0,0,982.94,53
"2026-02-25 03:00:00",9.45,87.12,0,0,982.95,54
"2026-02-25 03:10:00",9.47,86.61,0,0,982.97,55
"2026-02-25 03:20:00",9.43,86.7,0,0,982.94,56
"2026-02-25 03:30:00",9.36,86.9,0,0,982.93,57
"2026-02-25 03:40:00",9.36,86.94,0,0,982.92,58
"2026-02-25 03:50:00",9.44,86.75,0,0,982.9,59
"2026-02-25 04:00:00",9.48,86.46,0,0,982.9,60
"2026-02-25 04:10:00",9.43,86.65,0,0,982.88,61
"2026-02-25 04:20:00",9.28,87.03,0,0,982.88,62
"2026-02-25 04:30:00",9.13,87.35,0,0,982.88,63
"2026-02-25 04:40:00",9.06,87.58,0,0,982.92,64
"2026-02-25 04:50:00",8.95,87.7,0,0,982.96,65
"2026-02-25 05:00:00",8.83,87.97,0,0,983.03,66
"2026-02-25 05:10:00",8.93,88.02,0,0,983.09,67
"2026-02-25 05:20:00",9.15,87.65,0,0,983.15,68
"2026-02-25 05:30:00",8.64,87.54,0,0,983.21,69
"2026-02-25 05:40:00",8.37,89.63,0,0,983.28,70
"2026-02-25 05:50:00",8.98,88.96,0,0,983.36,71
"2026-02-25 06:00:00",8.69,88.35,0,0,983.44,72
"2026-02-25 06:10:00",8.48,88.51,0,0,983.5,73
"2026-02-25 06:20:00",8.33,88.93,0,0,983.55,74
"2026-02-25 06:30:00",8.16,88.92,0,0,983.63,75
"2026-02-25 06:40:00",7.97,89.83,0,0,983.71,76
"2026-02-25 06:50:00",7.89,91.36,0,0,983.8,77
"2026-02-25 07:00:00",7.85,91.19,0,0,983.89,78
"2026-02-25 07:10:00",7.69,91.62,0,0,983.98,79
"2026-02-25 07:20:00",7.69,91.24,0,0,984.09,80
"2026-02-25 07:30:00",7.75,91.4,0,0,984.19,81
"2026-02-25 07:40:00",7.82,91.14,0,0,984.3,82
"2026-02-25 07:50:00",7.96,91.09,0,0,984.4,83
"2026-02-25 08:00:00",8.12,90.9,0,0,984.5,84
"2026-02-25 08:10:00",8.36,90.74,0,0,984.61,85
"2026-02-25 08:20:00",8.65,90.1,0,0,984.71,86
"2026-02-25 08:30:00",8.93,89.33,0,0,984.8,87
"2026-02-25 08:40:00",9.1,88.93,0,0,984.84,88
"2026-02-25 08:50:00",9.34,88.76,0,0,984.88,89
"2026-02-25 09:00:00",9.65,88.28,0,0,984.89,90
"2026-02-25 09:10:00",10.37,86.48,0,0,984.94,91
"2026-02-25 09:20:00",11.32,84.13,0,0,984.96,92
"2026-02-25 09:30:00",12.19,81.36,0,0,985,93
"2026-02-25 09:40:00",12.72,80.37,0,0,985.05,94
"2026-02-25 09:50:00",13.08,76.99,0,0,985.1,95
"2026-02-25 10:00:00",13.12,77.58,0,0,985.14,96
"2026-02-25 10:10:00",13.63,75.27,0,0,985.18,97
"2026-02-25 10:20:00",13.97,73.58,0,0,985.25,98
"2026-02-25 10:30:00",14.27,72.99,0,0,985.27,99
"2026-02-25 10:40:00",14.34,71.76,0,0,985.3,100
"2026-02-25 10:50:00",14.18,71.51,0,0,985.32,101
"2026-02-25 11:00:00",14.06,72.29,0,0,985.35,102
"2026-02-25 11:10:00",14.42,71.78,0,0,985.39,103
"2026-02-25 11:20:00",15.42,69.1,0,0,985.45,104
"2026-02-25 11:30:00",15.55,68.25,0,0,985.5,105
"2026-02-25 11:40:00",15.7,67.77,0,0,985.56,106
"2026-02-25 11:50:00",16.41,66.25,0,0,985.6,107
"2026-02-25 12:00:00",16.88,64.29,0,0,985.65,108
"2026-02-25 12:10:00",16.07,67.58,0,0,985.68,109
"2026-02-25 12:20:00",15.11,70.96,0,0,985.69,110
"2026-02-25 12:30:00",14.92,71.51,0,0,985.68,111
"2026-02-25 12:40:00",14.97,71.45,0,0,985.68,112
"2026-02-25 12:50:00",14.82,72.47,0,0,985.66,113
"2026-02-25 13:00:00",14.97,71.82,0,0,985.61,114
"2026-02-25 13:10:00",14.99,72.69,0,0,985.55,115
"2026-02-25 13:20:00",15.14,72.61,0,0,985.48,116
"2026-02-25 13:30:00",15.08,72.59,0,0,985.43,117
"2026-02-25 13:40:00",15.32,72.55,0,0,985.39,118
"2026-02-25 13:50:00",14.89,73.27,0,0,985.33,119
"2026-02-25 14:00:00",15.2,72.36,0,0,985.3,120
"2026-02-25 14:10:00",15.95,72.23,0,0,985.28,121
"2026-02-25 14:20:02",16.16,69.45,0,0,985.23,122
"2026-02-25 14:30:00",17.54,66.67,0,0,985.2,123
"2026-02-25 14:40:00",18.02,65.3,0,0,985.17,124
"2026-02-25 14:50:00",18.12,64.92,0,0,985.13,125
"2026-02-25 15:00:00",18.01,63.99,0,0,985.1,126
"2026-02-25 15:10:00",17.27,65.79,0,0,985.08,127
"2026-02-25 15:20:00",17.73,64.48,0,0,985.07,128
"2026-02-25 15:30:00",16.83,66.76,0,0,985.05,129
"2026-02-25 15:40:00",18.05,63.06,0,0,985.03,130
"2026-02-25 15:50:00",18.57,61.14,0,0,985.01,131
"2026-02-25 16:00:00",18.32,61.31,0,0,984.98,132
"2026-02-25 16:10:00",18.43,61.7,0,0,984.95,133
"2026-02-25 16:20:00",18.19,63.14,0,0,984.94,134
"2026-02-25 16:30:00",18.13,63.17,0,0,984.95,135
"2026-02-25 16:40:00",17.82,62.24,0,0,984.98,136
"2026-02-25 16:50:00",17.79,62.72,0,0,985.02,137
"2026-02-25 17:00:00",17.55,63.46,0,0,985.05,138
"2026-02-25 17:10:00",17.06,63.87,0,0,985.07,139
"2026-02-25 17:20:00",17.03,65.14,0,0,985.14,140
"2026-02-25 17:30:00",16.68,65.99,0,0,985.2,141
"2026-02-25 17:40:00",16.03,67.78,0,0,985.29,142
"2026-02-25 17:50:00",15.41,69.65,0,0,985.38,143
"2026-02-25 18:00:00",14.58,72.02,0,0,985.48,144
"2026-02-25 18:10:00",14.11,73.5,0,0,985.59,145
"2026-02-25 18:20:00",13.69,74.79,0,0,985.7,146
"2026-02-25 18:30:00",13.45,75.65,0,0,985.79,147
"2026-02-25 18:40:00",13.16,76.4,0,0,985.88,148
"2026-02-25 18:50:00",12.88,77.5,0,0,985.97,149
"2026-02-25 19:00:00",12.68,78.43,0,0,986.07,150
"2026-02-25 19:10:00",12.59,79.08,0,0,986.16,151
"2026-02-25 19:20:00",12.45,79.57,0,0,986.21,152
"2026-02-25 19:30:00",12.46,79.38,0,0,986.28,153
"2026-02-25 19:40:00",12.3,80.04,0,0,986.35,154
"2026-02-25 19:50:00",12.26,79.86,0,0,986.42,155
"2026-02-25 20:00:00",11.95,81.53,0,0,986.49,156
"2026-02-25 20:10:00",11.85,82.29,0,0,986.55,157
"2026-02-25 20:20:00",11.64,83.08,0,0,986.61,158
"2026-02-25 20:30:00",11.53,84.17,0,0,986.66,159
"2026-02-25 20:40:00",11.56,84.61,0,0,986.69,160
"2026-02-25 20:50:00",11.63,84.77,0,0,986.71,161
"2026-02-25 21:00:00",11.56,85.42,0,0,986.73,162
"2026-02-25 21:10:00",11.61,85.59,0,0,986.76,163
"2026-02-25 21:20:00",11.73,85.19,0,0,986.81,164
"2026-02-25 21:30:00",11.63,85.2,0,0,986.84,165
"2026-02-25 21:40:00",11.54,85.9,0,0,986.87,166
"2026-02-25 21:50:00",11.16,87.25,0,0,986.92,167
"2026-02-25 22:00:00",11.02,87.55,0,0,986.95,168
"2026-02-25 22:10:00",11.01,87.95,0,0,986.97,169
"2026-02-25 22:20:00",10.85,88.63,0,0,987,170
"2026-02-25 22:30:00",10.78,88.76,0,0,987.05,171
"2026-02-25 22:40:00",10.68,88.99,0,0,987.1,172
"2026-02-25 22:50:00",10.57,89.54,0,0,987.13,173
"2026-02-25 23:00:00",10.68,89.45,0,0,987.15,174
"2026-02-25 23:10:00",10.68,89.15,0,0,987.18,175
"2026-02-25 23:20:00",10.57,89.4,0,0,987.18,176
"2026-02-25 23:30:00",10.58,89.23,0,0,987.2,177
"2026-02-25 23:40:00",10.56,89.35,0,0,987.24,178
"2026-02-25 23:50:00",10.34,89.84,0,0,987.25,179
"2026-02-26 00:00:00",10.19,90.47,0,0,987.26,180
"2026-02-26 00:10:00",10.14,90.8,0,0,987.29,181
"2026-02-26 00:20:00",10.06,91.15,0,0,987.33,182
"2026-02-26 00:30:00",9.99,91.57,0,0,987.37,183
"2026-02-26 00:40:00",9.99,91.35,0,0,987.39,184
"2026-02-26 00:50:00",9.95,91.86,0,0,987.43,185
"2026-02-26 01:00:00",9.79,91.79,0,0,987.43,186
"2026-02-26 01:10:00",9.75,92.54,0,0,987.45,187
"2026-02-26 01:20:00",9.89,92,0,0,987.48,188
"2026-02-26 01:30:00",9.78,92.85,0,0,987.51,189
"2026-02-26 01:40:00",9.79,92.41,0,0,987.54,190
"2026-02-26 01:50:00",9.59,92.91,0,0,987.57,191
"2026-02-26 02:00:00",9.54,93.4,0,0,987.58,192
"2026-02-26 02:10:00",9.45,93.37,0,0,987.56,193
"2026-02-26 02:20:00",9.37,93.67,0,0,987.54,194
"2026-02-26 02:30:00",9.54,93.46,0,0,987.54,195
"2026-02-26 02:40:00",9.37,93.54,0,0,987.51,196
"2026-02-26 02:50:00",9.44,93.58,0,0,987.47,197
"2026-02-26 03:00:00",9.4,93.39,0,0,987.44,198
"2026-02-26 03:10:00",9.13,92.8,0,0,987.42,199
"2026-02-26 03:20:00",8.93,93.41,0,0,987.4,200
"2026-02-26 03:30:00",8.78,93.51,0,0,987.39,201
"2026-02-26 03:40:00",8.54,94,0,0,987.41,202
"2026-02-26 03:50:00",8.47,94.04,0,0,987.43,203
"2026-02-26 04:00:00",8.48,94.62,0,0,987.43,204
"2026-02-26 04:10:00",8.57,94.37,0,0,987.42,205
"2026-02-26 04:20:00",8.62,94.45,0,0,987.42,206
"2026-02-26 04:30:00",8.62,93.91,0,0,987.41,207
"2026-02-26 04:40:00",8.65,93.91,0,0,987.43,208
"2026-02-26 04:50:00",8.58,93.58,0,0,987.45,209
"2026-02-26 05:00:00",8.58,94.1,0,0,987.46,210
"2026-02-26 05:10:00",8.64,94.09,0,0,987.48,211
"2026-02-26 05:20:00",8.64,93.87,0,0,987.51,212
"2026-02-26 05:30:03",8.59,93.83,0,0,987.55,213
"2026-02-26 05:40:00",8.5,93.83,0,0,987.58,214
"2026-02-26 05:50:00",8.4,94.41,0,0,987.6,215
"2026-02-26 06:00:00",8.33,94.61,0,0,987.62,216
"2026-02-26 06:10:00",8.38,94.58,0,0,987.67,217
"2026-02-26 06:20:00",8.42,94.8,0,0,987.68,218
"2026-02-26 06:30:00",8.31,94.73,0,0,987.71,219
"2026-02-26 06:40:00",8.2,94.75,0,0,987.76,220
"2026-02-26 06:50:00",8.03,94.89,0,0,987.81,221
"2026-02-26 07:00:00",7.99,94.17,0,0,987.87,222
"2026-02-26 07:10:00",7.99,94.55,0,0,987.92,223
"2026-02-26 07:20:00",7.93,94.53,0,0,988,224
"2026-02-26 07:30:00",8.03,94.15,0,0,988.08,225
"2026-02-26 07:40:00",8,94.91,0,0,988.15,226
"2026-02-26 07:50:00",8.1,94.94,0,0,988.22,227
"2026-02-26 08:00:00",8.24,96.22,0,0,988.28,228
"2026-02-26 08:10:00",8.37,94.87,0,0,988.35,229
"2026-02-26 08:20:01",8.4,95.03,0,0,988.42,230
"2026-02-26 08:30:01",8.47,95.44,0,0,988.48,231
"2026-02-26 08:40:00",8.71,95.76,0,0,988.54,232
"2026-02-26 08:50:00",8.76,95.16,0,0,988.61,233
"2026-02-26 09:00:00",8.95,95.06,0,0,988.68,234
"2026-02-26 09:10:00",10.02,93.36,0,0,988.74,235
"2026-02-26 09:20:00",10.46,89.87,0,0,988.77,236
"2026-02-26 09:30:00",10.81,88.74,0,0,988.8,237
"2026-02-26 09:40:00",11.85,86.17,0,0,988.8,238
"2026-02-26 09:50:00",11.73,85.46,0,0,988.81,239
"2026-02-26 10:00:00",12.32,84.42,0,0,988.84,240
"2026-02-26 10:10:00",12.74,84.2,0,0,988.88,241
"2026-02-26 10:20:00",12.97,83.72,0,0,988.91,242
"2026-02-26 10:30:00",13.22,82.71,0,0,988.94,243
"2026-02-26 10:40:00",14.06,81.83,0,0,988.96,244
"2026-02-26 10:50:00",14.59,79.85,0,0,988.99,245
"2026-02-26 11:00:00",14.84,78.59,0,0,989.02,246
"2026-02-26 11:10:00",15.27,77.59,0,0,989.02,247
"2026-02-26 11:20:00",15.72,76.16,0,0,989.02,248
"2026-02-26 11:30:00",16.16,75.56,0,0,989.02,249
"2026-02-26 11:40:00",16.27,72.78,0,0,989.01,250
"2026-02-26 11:50:00",17.06,71.06,0,0,988.97,251
"2026-02-26 12:00:00",17.17,66.25,0,0,988.94,252
"2026-02-26 12:10:00",16.52,65.47,0,0,988.93,253
"2026-02-26 12:20:00",16.62,65.38,0,0,988.88,254
"2026-02-26 12:30:00",17.09,66.65,0,0,988.84,255
"2026-02-26 12:40:00",16.82,65.55,0,0,988.79,256
"2026-02-26 12:50:00",17.33,65.3,0,0,988.7,257
"2026-02-26 13:00:00",17.38,65.05,0,0,988.64,258
"2026-02-26 13:10:00",17.54,63.01,0,0,988.56,259
"2026-02-26 13:20:00",17.84,62.65,0,0,988.49,260
"2026-02-26 13:30:00",17.79,62.85,0,0,988.37,261
"2026-02-26 13:40:00",17.99,60.69,0,0,988.28,262
"2026-02-26 13:50:00",18.25,60.73,0,0,988.21,263
"2026-02-26 14:00:00",18.28,59.7,0,0,988.16,264
"2026-02-26 14:10:00",18.47,58.56,0,0,988.11,265
"2026-02-26 14:20:00",18.51,57.99,0,0,988.06,266
"2026-02-26 14:30:00",19.08,54.97,0,0,987.99,267
"2026-02-26 14:40:00",19.4,54.09,0,0,987.92,268
"2026-02-26 14:50:00",19.22,55.41,0,0,987.86,269
"2026-02-26 15:00:00",19.49,55.78,0,0,987.79,270
"2026-02-26 15:10:00",19.42,56.71,0,0,987.72,271
"2026-02-26 15:20:00",19.85,55.6,0,0,987.67,272
"2026-02-26 15:30:00",19.66,56.16,0,0,987.6,273
"2026-02-26 15:40:00",20.43,55.45,0,0,987.52,274
"2026-02-26 15:50:00",20.11,57.03,0,0,987.46,275
"2026-02-26 16:00:00",20.57,55.26,0,0,987.4,276
"2026-02-26 16:10:00",20.21,56.49,0,0,987.36,277
"2026-02-26 16:20:00",20.53,56.36,0,0,987.33,278
"2026-02-26 16:30:00",20.01,58.17,0,0,987.27,279
"2026-02-26 16:40:00",20.3,57.82,0,0,987.23,280
"2026-02-26 16:50:00",19.84,58.9,0,0,987.2,281
"2026-02-26 17:00:00",19.98,60.21,0,0,987.17,282
"2026-02-26 17:10:00",19.67,60.95,0,0,987.14,283
"2026-02-26 17:20:00",19.065,63.055,0,0,987.17,284
"2026-02-26 17:30:00",18.46,65.16,0,0,987.2,285
"2026-02-26 17:40:00",17.95,66.33,0,0,987.19,286
"2026-02-26 17:50:00",17.16,68.56,0,0,987.2,287
"2026-02-26 18:00:00",16.21,70.96,0,0,987.25,288
"2026-02-26 18:10:00",15.54,72.13,0,0,987.29,289
"2026-02-26 18:20:00",15.2,72.83,0,0,987.36,290
"2026-02-26 18:30:00",14.83,73.73,0,0,987.43,291
"2026-02-26 18:40:00",14.59,73.6,0,0,987.49,292
"2026-02-26 18:50:00",14.24,74.7,0,0,987.54,293
"2026-02-26 19:00:00",14.03,75.21,0,0,987.6,294
"2026-02-26 19:10:00",13.89,76.08,0,0,987.67,295
"2026-02-26 19:20:00",13.58,77.56,0,0,987.77,296
"2026-02-26 19:30:03",13.32,79.02,0,0,987.85,297
"2026-02-26 19:40:02",13.1,80.57,0,0,987.9,298
"2026-02-26 19:50:05",12.91,81.35,0,0,987.94,299
"2026-02-26 20:00:03",12.73,82.1,0,0,987.97,300
"2026-02-26 20:10:08",12.66,82.35,0,0,988,301
"2026-02-26 20:20:00",12.6,82.27,0,0,988.03,302
"2026-02-26 20:30:01",12.45,83.39,0,0,988.07,303
"2026-02-26 20:40:05",12.32,83.55,0,0,988.11,304
"2026-02-26 20:50:00",12.21,83.94,0,0,988.13,305
"2026-02-26 21:00:00",11.95,84.27,0,0,988.16,306
"2026-02-26 21:10:00",11.82,84.81,0,0,988.21,307
"2026-02-26 21:20:00",11.8,85.07,0,0,988.25,308
"2026-02-26 21:30:00",11.77,85.02,0,0,988.27,309
"2026-02-26 21:40:00",11.57,84.78,0,0,988.3,310
"2026-02-26 21:50:00",11.43,85.71,0,0,988.34,311
"2026-02-26 22:00:00",11.32,86.29,0,0,988.42,312
"2026-02-26 22:10:00",11.16,85.85,0,0,988.44,313
"2026-02-26 22:20:00",11.05,87.02,0,0,988.47,314
"2026-02-26 22:30:00",10.85,87.64,0,0,988.48,315
"2026-02-26 22:40:00",10.85,87.89,0,0,988.48,316
"2026-02-26 22:50:00",10.75,88.1,0,0,988.5,317
"2026-02-26 23:00:00",10.61,88.74,0,0,988.53,318
"2026-02-26 23:10:00",10.43,89.33,0,0,988.56,319
"2026-02-26 23:20:00",10.16,90.42,0,0,988.6,320
"2026-02-26 23:30:00",10.06,90.7,0,0,988.61,321
"2026-02-26 23:40:00",10.08,91.09,0,0,988.63,322
"2026-02-26 23:50:00",9.89,91.56,0,0,988.64,323
"2026-02-27 00:00:00",10.13,93.46,0,0,988.63,324
"2026-02-27 00:10:00",10.06,92.2,0,0,988.64,325
"2026-02-27 00:20:00",9.89,92.46,0,0,988.64,326
"2026-02-27 00:30:00",9.79,92.77,0,0,988.66,327
"2026-02-27 00:40:00",9.7,92.84,0,0,988.68,328
"2026-02-27 00:50:00",9.62,93.51,0,0,988.68,329
"2026-02-27 01:00:00",9.64,93.62,0,0,988.67,330
"2026-02-27 01:10:00",9.54,93.54,0,0,988.63,331
"2026-02-27 01:20:00",9.52,94.15,0,0,988.59,332
"2026-02-27 01:30:00",9.67,94.45,0,0,988.53,333
"2026-02-27 01:40:00",9.7,94.44,0,0,988.47,334
"2026-02-27 01:50:00",9.68,94.41,0,0,988.41,335
"2026-02-27 02:00:00",9.77,94.67,0,0,988.38,336
"2026-02-27 02:10:00",9.93,94.29,0,0,988.35,337
"2026-02-27 02:20:00",10.06,94.56,0,0,988.32,338
"2026-02-27 02:30:00",10.14,94.18,0,0,988.27,339
"2026-02-27 02:40:00",10.19,94.82,0,0,988.19,340
"2026-02-27 02:50:00",10.16,95.3,0,0,988.09,341
"2026-02-27 03:00:00",10.14,95.06,0,0,988.04,342
"2026-02-27 03:10:00",10.1,95.05,0,0,987.96,343
"2026-02-27 03:20:00",9.95,95.88,0,0,987.89,344
"2026-02-27 03:30:00",9.72,95.24,0,0,987.84,345
"2026-02-27 03:40:00",9.65,95.07,0,0,987.82,346
"2026-02-27 03:50:00",9.57,95.69,0,0,987.79,347
"2026-02-27 04:00:00",9.48,96.32,0,0,987.76,348
"2026-02-27 04:10:00",9.41,96.8,0,0,987.73,349
"2026-02-27 04:20:00",9.38,97.02,0,0,987.72,350
"2026-02-27 04:30:00",9.13,97.94,0,0,987.71,351
"2026-02-27 04:40:00",9.12,98.02,0,0,987.69,352
"2026-02-27 04:50:00",8.99,98.24,0,0,987.68,353
"2026-02-27 05:00:00",9.09,97.48,0,0,987.68,354
"2026-02-27 05:10:00",8.98,98.06,0,0,987.67,355
"2026-02-27 05:20:00",8.98,97.92,0,0,987.65,356
"2026-02-27 05:30:00",8.99,98.12,0,0,987.63,357
"2026-02-27 05:40:00",8.88,97.57,0,0,987.6,358
"2026-02-27 05:50:00",8.92,97.13,0,0,987.58,359
"2026-02-27 06:00:00",8.48,98.83,0,0,987.59,360
"2026-02-27 06:10:00",8.42,99.19,0,0,987.59,361
"2026-02-27 06:20:00",8.41,98.3,0,0,987.59,362
"2026-02-27 06:30:00",8.37,99.14,0,0,987.62,363
"2026-02-27 06:40:00",8.48,98.16,0,0,987.64,364
"2026-02-27 06:50:00",8.41,97.72,0,0,987.66,365
"2026-02-27 07:00:00",8.27,98.08,0,0,987.69,366
"2026-02-27 07:10:00",8.17,99.29,0,0,987.73,367
"2026-02-27 07:20:00",8.23,98.82,0,0,987.76,368
"2026-02-27 07:30:00",8.31,98.87,0,0,987.78,369
"2026-02-27 07:40:00",8.59,98.37,0,0,987.81,370
"2026-02-27 07:50:00",8.72,98.19,0,0,987.84,371
"2026-02-27 08:00:00",8.72,98.6,0,0,987.89,372
"2026-02-27 08:10:00",8.83,98.78,0,0,987.94,373
"2026-02-27 08:20:00",8.54,99.54,0,0,987.99,374
"2026-02-27 08:30:00",8.37,99.94,0,0,988.03,375
"2026-02-27 08:40:00",8.45,99.65,0,0,988.08,376
"2026-02-27 08:50:00",8.57,99.33,0,0,988.12,377
"2026-02-27 09:00:00",8.75,99.15,0,0,988.14,378
"2026-02-27 09:10:00",8.82,99.36,0,0,988.17,379
"2026-02-27 09:20:00",9.03,98.74,0,0,988.21,380
"2026-02-27 09:30:00",9.09,98,0,0,988.23,381
"2026-02-27 09:40:00",9.16,99.12,0,0,988.25,382
"2026-02-27 09:50:00",9.13,98.59,0,0,988.26,383
"2026-02-27 10:00:00",9.16,98.97,0,0,988.26,384
"2026-02-27 10:10:00",9.45,97.41,0,0,988.28,385
"2026-02-27 10:20:00",9.81,96.72,0,0,988.29,386
"2026-02-27 10:30:00",9.81,96.17,0,0,988.31,387
"2026-02-27 10:40:00",9.98,95.68,0,0,988.33,388
"2026-02-27 10:50:00",10.09,96.38,0,0,988.36,389
"2026-02-27 11:00:00",10.05,95.74,0,0,988.41,390
"2026-02-27 11:10:00",10.19,95.82,0,0,988.46,391
"2026-02-27 11:20:00",10.01,96.24,0,0,988.5,392
"2026-02-27 11:30:00",10.12,95.83,0,0,988.53,393
"2026-02-27 11:40:00",10.34,93.93,0,0,988.56,394
"2026-02-27 11:50:00",10.74,94.38,0,0,988.58,395
"2026-02-27 12:00:00",11.23,91.52,0,0,988.59,396
"2026-02-27 12:10:00",11.74,91.08,0,0,988.58,397
"2026-02-27 12:20:00",11.85,88.02,0,0,988.55,398
"2026-02-27 12:30:00",12.22,86.11,0,0,988.5,399
"2026-02-27 12:40:00",12.33,86.53,0,0,988.43,400
"2026-02-27 12:50:00",12.59,84.82,0,0,988.34,401
"2026-02-27 13:00:00",12.91,83.96,0,0,988.27,402
"2026-02-27 13:10:00",13.28,82.88,0,0,988.18,403
"2026-02-27 13:20:00",12.81,83.31,0,0,988.08,404
"2026-02-27 13:30:00",12.79,83.96,0,0,987.97,405
"2026-02-27 13:40:00",12.72,84.37,0,0,987.88,406
"2026-02-27 13:50:00",13.03,81.26,0,0,987.78,407
"2026-02-27 14:00:00",13.12,82.1,0,0,987.69,408
"2026-02-27 14:10:00",13.16,80.5,0,0,987.59,409
"2026-02-27 14:20:00",14.27,77.96,0,0,987.5,410
"2026-02-27 14:30:00",13.91,78.31,0,0,987.41,411
"2026-02-27 14:40:00",13.86,77.85,0,0,987.33,412
"2026-02-27 14:50:00",14.35,76.6,0,0,987.25,413
"2026-02-27 15:00:00",14.15,76.19,0,0,987.15,414
"2026-02-27 15:10:00",15.14,74.04,0,0,987.07,415
"2026-02-27 15:20:00",14.69,75.89,0,0,986.99,416
"2026-02-27 15:30:00",15.26,75.03,0,0,986.92,417
"2026-02-27 15:40:00",15.79,72.28,0,0,986.81,418
"2026-02-27 15:50:00",16.06,69.63,0,0,986.69,419
"2026-02-27 16:00:00",16.51,68.63,0,0,986.58,420
"2026-02-27 16:10:00",15.93,69.16,0,0,986.45,421
"2026-02-27 16:20:00",16.35,67.62,0,0,986.34,422
"2026-02-27 16:30:00",16.44,68.6,0,0,986.25,423
"2026-02-27 16:40:00",16.44,68.05,0,0,986.15,424
"2026-02-27 16:50:00",15.81,69.6,0,0,986.08,425
"2026-02-27 17:00:00",14.65,72.59,0,0,986.03,426
"2026-02-27 17:10:00",14.39,74.15,0,0,986.01,427
"2026-02-27 17:20:00",13.97,75.65,0,0,986.02,428
"2026-02-27 17:30:00",13.77,76.73,0,0,986.03,429
"2026-02-27 17:40:00",13.43,78.48,0,0,986.04,430
"2026-02-27 17:50:00",13.23,79.51,0,0,986.02,431
"2026-02-27 18:00:00",12.94,79.83,0,0,986.01,432
"2026-02-27 18:10:00",12.64,81.32,0,0,986.02,433
"2026-02-27 18:20:00",12.55,81.44,0,0,986.04,434
"2026-02-27 18:30:00",12.43,81.9,0,0,986.06,435
"2026-02-27 18:40:00",12.33,82.1,0,0,986.1,436
"2026-02-27 18:50:00",12.33,82.64,0,0,986.14,437
